קוד מקווה מים,שם תחנה,נחל/קבוצה,תאריך,מעבדה,Collector,pH,Temp (°C),Doxsat (%),Do (mg/l),Ec (Mmho/cm),Secchi (Cm),Nju (Jackson),צבע שדה,Q (m³/h),Dept (m),Turb (NTU),Hardness (mg/l),Ntot (mg/l),BODt (mg/l),BODs (mg/l),CODt (mg/l),CODs (mg/l),NH4 (mg/l),NO3 (mg/l),NO2 (mg/l),PO4 (mg/l),SO4 (mg/l),ABS (mg/l),Psos (mg/l),Ptot (mg/l),TKN (mg/l),TSS105 (mg/l),TSS550 (mg/l),TS (mg/l),TDS (mg/l),CO3 (mg/l),H2S (mg/l),HCO3 (mg/l),Rem_Cl (mg/l),Toc (mg/l),Minoil (mg/l),TPH (mg/l),Fcoli (cfu/100 ml),Ecoli (cfu/100 ml),TOTB (cfu/ml),Fstrp (cfu/100 ml),Coli (cfu/100 ml),Fentr (cfu/100 ml),Pseud (cfu/100 ml),Cl (mg/l),F (mg/l),Ca (mg/l),Mg (mg/l),Na (mg/l),K (mg/l),Br (mg/l),B (mg/l),Al (mg/l),Cd (mg/l),Cu (mg/l),Fe (mg/l),Ni (mg/l),Zn (mg/l),S (mg/l),Ti (mg/l),Si (mg/l),Pb (mg/l),Ag (mg/l),Cr (mg/l),Mn (mg/l),Co (mg/l),Li (mg/l),Ba (mg/l),Sr (mg/l),Mo (mg/l),As (mg/l),Sn (mg/l),Hg (mg/l),V (mg/l),Se (mg/l),Be (mg/l),Sb (mg/l),Xylene (µ/l),Toluen (µ/l),Benzen (µ/l),Note
3578,נחל קדרון הורקניה,נחל קדרון,22/5/2017,בקטוכם,נטשה קולר,,,,,,,,,,,,,51.001,79,,230,,39.82,0.2,0.001,,,,,1.66,50.8,38,,,,,,,,20.14,,,380000,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,10/12/2017,בקטוכם,אורית כץ,,,,,,,,,,,,,59.45,124,,290,,45.4,0.2,0.001,,,,,3.4,59.45,102,,,,,,,,41.3,,,11000000,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,3/6/2018,בקטוכם,אורית כץ,,,,,,,,,,,,,66.99,225,,515,,37,0.2,0.001,,,,,1.9,66.99,327,,,,,,,,146.7,,,16000000,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,28/10/2018,בקטוכם,אורית כץ,,,,,,,,,,,,,52.66,53,,240,,43.94,0.2,0.001,,,,,2.45,52.66,30,,,,,,,,25.65,,,21000000,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,12/5/2019,בקטוכם,אורית כץ,,,,,,,,,,,,,57.22,23,,68,,42.57,0.2,0.001,,,,,1.8,57.22,184,,,,,,,,21.59,,,1900000,,,,,,,156.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,15/12/2019,בקטוכם,אורית כץ,,,,,,,,,,,,,63.13,34.6,,116,,41.16,0.2,0.001,,,,,6.06,63.13,110,,,,,,,,29.88,,,7400000,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,26/4/2020,בקטוכם,אורית כץ,,,,,,,,,,,,,74.59,54,,110,,53.27,0.2,0.001,,,,,4.4,74.59,208,,,,,,,,35.6,,,4500000,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,2/11/2020,בקטוכם,אורית כץ,,,,,,,,,,,,,31.07,56,,160,,19.6,2.28,1.45,,,,,4.26,27.34,39,,,,,,,,46.6,,,45000,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,11/4/2021,בקטוכם,אורית כץ,,,,,,,,,,,,,,293,,575,,50.03,0.2,0.001,,,,,7.55,90.66,227,,,,,,,,180,,,7500000,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"כמו בכל שנה, ביוב זורם בנחל."
3578,נחל קדרון הורקניה,נחל קדרון,10/10/2021,בקטוכם,אורית כץ,,,,,,,,,,,,,57.42,15,,220,,41.71,0.2,0.001,,,,,0.1,57.42,69,,,,,,,,26.53,,,2300000,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כמו בכל שנה ביוב זורם בנחל.
3578,נחל קדרון הורקניה,נחל קדרון,2/5/2022,בקטוכם,יאיר מולאי,,,,,,,,,,,,,50.46,212,,490,,28.4,0.2,0.001,,,,,4.19,50.46,161,,,,,,,,160.5,,,7800000,,,110000,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,18/1/2024,בקטוכם,יאיר מולאי,,,,,,,,,,,,,55.95,71,,264,,49.38,0.2,0.001,,,,,2.88,55.95,56,,,,,,,,63.4,,,4600000,,,42000,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,18/1/2024,בקטוכם,יאיר מולאי,,,,,,,,,,,,,55.95,71,,264,,49.38,0.2,0.001,,,,,2.88,55.95,56,,,,,,,,63.4,,,4600000,,,42000,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,נחל קדרון הורקניה,נחל קדרון,15/4/2024,בקטוכם,יואב גרינברג,,,,,,,,,,,,,56,26,,141,,44.08,0.2,0.0006,,,,,2.4,56,39,,,30.5,,,,,,,,3400000,,,150000,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,מפגש קדרון כביש 90,נחל קדרון,26/4/2009,בקטוכם,אבי ציפורי,8.19,18.9,93,8.3,1.8,,,,,,,,77.9,133,,280,,54,0.2,0.001,,,,,7.7,77.9,432,,,,,,,,68,,,6500000,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,מפגש קדרון כביש 90,נחל קדרון,18/10/2009,,אבי ציפורי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,מפגש קדרון כביש 90,נחל קדרון,20/10/2014,בקטוכם,אבי ציפורי,,,,,,,,,,,,,53.8,62,,197,,40,0.2,0.001,,74,0.3,,2.9,53.8,680,,,,,,,,,,,,,,,,,,138,,64,20,108,26,,0.3,0.034,0.03,0.03,0.47,0.03,0.004,26,0.03,5.5,0.03,0.03,0.03,0.05,0.03,0.03,0.077,0.35,0.03,0.03,0.03,0.001,0.03,0.03,0.03,0.03,,,,
3579,מפגש קדרון כביש 90,נחל קדרון,20/4/2017,בקטוכם,נטשה קולר,,,,,,,,,,,,,182.901,708,,1830,,86.38,0.2,0.001,,,,,12.1,182.7,823,,,,,,,,,,,,,,,,,,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,29/11/1995,,,7.66,10.6,71,7.5,4.12,,,,,,,,,2,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,15/8/1996,,יובל סבר,7.23,26.7,27,2,3.12,,,,,,,,,6,,29,,0.31,2.2,,0.9,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,5/11/1996,,יובל סבר,7.4,15.8,33,3.4,3.91,3,,חום,,,,,,16,,28,,20.31,3.9,,1.7,,,,,,28,,,,,,,,,,,,,,,,,,1150,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,28/8/1997,,יובל סבר,7.1,20.5,75,6.8,3.58,,,,,,,,,1.5,,66,,3,2,,,,0.01,,533,1.83,240,,,,,,,,,,,,,,,,,,858.7,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,28/8/1997,,יובל סבר,7.33,,,,3.01,,,,,,,,,1.5,,66,,3,,,,,0.01,,533,1.83,240,,,,,,,,,,,,,,,,,,858.71,,,,,,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,5/5/1998,,יובל סבר,7.72,21.6,107,9.3,4.53,,,ירוק,,,,,,10,,56,,,,,3.3,,,,,5,18,,,,,,,,,,,,,,,,,,1260,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,19/10/1998,,יובל סבר,7.8,15.8,140,13.6,3.24,,,,,,,,,6,,78,,,,,0.2,,0.2,,,2.2,88,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,27/4/1999,,יובל סבר,8.6,19.9,127,11.6,6.29,,,,,,,,,4,,54,,,,,0.3,,,,,3.3,67.5,,,,,,,,,,,,,,,,,,1755,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,17/10/1999,,יובל סבר,7.42,17.3,54.6,5.28,3.77,,,,,,,,,1.2,,53,,0.02,,,,,,,0.63,0.4,50,,,,,,,,,,,230,,,,,,,982,,150,110,420,14,,0.46,0.67,0.01,0.005,0.65,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,3/5/2000,,יובל סבר,7.75,17,55.2,5.32,6.91,,,,,,,,,12,,56,,0.7,,,5.1,0.3,,,,2.2,83,,,,,,,,,1.2,,800,,,,,,,2262,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,24/9/2000,,הלל גלזמן,8.59,32.6,152.3,10.85,8.54,,,,,,,,,8.7,,93,,0.8,,,2.1,0.7,,,,2.8,422,,,,,,,,,1,,290,,,,,,,2431,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,6/5/2001,בקטוכם,יובל סבר,8.59,21.5,128,10.8,11.13,,,,,,,,,9.9,,84,,1.13,,,4.4,2,,,,2.8,61,,,,,,,,,5,,1300,,,,,,,3417,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,16/9/2001,בקטוכם,יובל סבר,8.03,24.4,91,7.5,10.7,,,,,,,,,8.4,,132,,,,,2.6,0.34,,,,2.5,85,,,,,,,,,,,160,,,,,,,3141,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,30/4/2002,בקטוכם,יובל סבר,8.13,18,103,9.9,6.43,,,,,,,,,1.5,,40,,0,,,2.3,0,,,,2.2,138,,,,,,,,,0,,1200,,,,,,,1857,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,14/10/2002,בקטוכם,יובל סבר,6.75,27.6,111.5,8.59,6.24,,,,,,,,,1,,48,,0.05,,,0.9,0.05,,,,3.2,5,,,,,,,,,5,,110,,,,,,,1889,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,צלול
76,מעלה מאגר כפר ברוך,נחל קישון,26/5/2003,בקטוכם,יובל סבר,8.04,21.5,97,8.2,4.33,,,,,,,,,1.7,,25,,,,,1.1,0.2,,,,0.7,33,,,,,,,,,,,410,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מים צלולים.
76,מעלה מאגר כפר ברוך,נחל קישון,3/11/2003,בקטוכם,יובל סבר,6.7,23.5,97,7.9,3.03,,,,,,,,,4.2,,42,,0,108,,0,0.6,,,,1.6,80,,,,,,,,,0,,140,,,,,,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,28/4/2004,בקטוכם,יובל סבר,7.22,21.3,88,7.8,3.29,,,,,,,,,4,,68,,0.05,,,0.2,0.1,,,,2.6,47,,,,,,,,,,,180,,,,,,,851,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,2/11/2004,בקטוכם,יובל סבר,7.78,25.1,111,9,3.94,,,,,,,,,4.2,,88,,0.05,,,1.6,,,,,0.7,59,,,,,,,,,,,900,,,,,,,1152,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,8/5/2005,בקטוכם,יובל סבר,7.97,24.6,123,10,4.21,,,,,,,,,18,,86,,0.3,22,0.24,,,,,0.9,2.9,31,,,,,,,,,,,480,,,,,,,1191,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,חנקן כללי=25.1
76,מעלה מאגר כפר ברוך,נחל קישון,15/9/2005,בקטוכם,יובל סבר,7.75,23.7,82,6.3,3.26,,,,,,,,23,7.8,,108,,0.21,21.2,0.31,,,,,0.5,1.5,1610,,,,,,,,,,,110000,,,,,,,878,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,10/5/2006,בקטוכם,יובל סבר,7.4,21.9,78,7.2,4.5,,,,,,,,22.2,29.7,,49,,10,11,2.3,,,,,3.6,8.9,14,,,,,,,,15.5,,,430,,,,,,,964,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,18/10/2006,בקטוכם,יובל סבר,8.24,25.1,101,8.6,4.53,,,,,,,,23.4,10,,33,,0.05,13,1.2,,,,,0.45,9.2,115,,,,,,,,10.2,,,,,,,,,,1166,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,18/4/2007,בקטוכם,יובל סבר,8.33,19.9,126,11.4,6.15,,,,,,,,31.6,16.5,,94,,13,7.8,3.4,,,,,4.6,20.4,6,,,,,,,,,,,900,,,,,,,1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,8/11/2007,בקטוכם,יובל סבר,8.12,17.7,84,8.3,5.78,,,,,,,,18.4,1.8,,28,,0.05,16.8,0.19,,,,,0.6,1.4,71,,,,,,,,,,,480,,,,,,,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,16/4/2008,בקטוכם,יובל סבר,8.13,27,161,13.2,5.75,,,,,,,,27.1,17,,56,,9.7,11.3,1,,,,,3.2,14.8,5,,,,,,,,16.3,,,680,,,,,,,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,26/11/2008,בקטוכם,יובל סבר,7.72,23.9,108,8.7,9.99,,,,,,,,5.4,4,,62,,0.05,1.6,0.09,,,,,1.5,3.7,155,,,,,,,,17.6,,,580,,,,,,,2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,27/4/2009,בקטוכם,יובל סבר,7.81,21,116,9.8,12.92,,,,,,,,10.3,4.6,,48,,0.05,8.3,0.36,,,,,0.6,1.6,68,,,,,,,,14.5,,,450,,,,,,,4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,26/10/2009,בקטוכם,יובל סבר,8.4,24.2,81.6,6.66,,,,,,,,,9.3,8.8,,56,,0.05,2.6,0.33,,,,,3.8,6.4,111,,,,,,,,13,,,400,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,13/5/2010,בקטוכם,יובל סבר,8.21,25.9,115,9.53,6.04,,,,,,,,24.3,2.4,,42,,0.05,22.1,0.1,,,,,1.7,2.1,50,,,,,,,,3.6,,,450,,,,,,,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,31/10/2010,בקטוכם,יובל סבר,7.83,20.7,82.3,7.19,,,,,,,,,8.1,3.8,,40,,0.05,6.8,0.04,,,,,0.94,1.3,23,,,,,,,,9.3,,,8000,,,,,,,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,19/6/2011,בקטוכם,יובל סבר,,,,,,,,,,,,,15,7,,64,,0.05,12.1,0.21,,,,,0.35,2.7,62,,,,,,,,17,,,1200,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,23/11/2011,בקטוכם,יובל סבר,7.54,14.4,63.3,6.31,3.64,,,,,,,,22.5,1.2,,46,,0.05,16.1,0.01,,,,,0.89,6,19,,,,,,,,16.6,,,43000,,,,,,,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,16/5/2012,בקטוכם,יובל סבר,7.6,27.8,131.8,10.4,4.48,,,,,,,,27.25,2.5,,38,,0.6,26.4,0.85,,,,,1.4,2,68,,,,,,,,11.5,,,4200,,,,,,,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,3/12/2012,בקטוכם,יובל סבר,7.59,15.3,105,10,5.12,,,,,,,,19.56,2.2,,38,,0.05,17.4,0.06,,,,,0.8,2.1,98,,,,,,,,3.6,,,500,,,,,,,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,6/5/2013,בקטוכם,יובל סבר,,,,,,,,,,,,,33.58,5.1,,32,,0.05,31.6,0.38,,,,,0.43,1.6,33,,,,,,,,8.7,,,2200,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,29/10/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,24.27,0.7,,32,,0.05,22.25,0.017,,,,,0.52,2,34,,,,,,,,7.2,,,53000,,,,,,,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,9/6/2014,בקטוכם,יובל סבר,,,,,,,,,,,,,24.1,3.45,,36,,0.9,21,0.6,,,,,0.3,2.5,5,,,,,,,,6.2,,,1600,,,,,,,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,7/12/2014,בקטוכם,יובל סבר,8.09,,9.7,,2830,,,,,,,,29.3988,12,,52,,13,11,2.24,,,,,4.5,16.2,92,,,,,,,,15.6,,,1500,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,15/6/2015,בקטוכם,יובל סבר,,,,,,,,,,,,,,4.1,,60,,0.05,,,,,,,0.49,1,50,,,,,,,,4.924,,,1300,,,,,,,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,27/10/2015,בקטוכם,יובל סבר,,,,,,,,,,,,,26.7532,2.5,,40,,0.4,25.8,0.13,,,,,0.52,0.8,5,,,,,,,,7.44,,,2900,,,,,,,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,20/4/2016,בקטוכם,יובל סבר,,,,,,,,,,,,,26.5612,4.3,,37,,6.7,12.6,5.228,,,,,3.59,8.7,32,,,,,,,,15.217,,,1400,,,,,,,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,15/11/2016,בקטוכם,יובל סבר,,,,,,,,,,,,,14.32,4.7,,42,,0.41,13.2,0.41,,,,,0.27,1,7,,,,,,,,3.16,,,1600,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,18/5/2017,בקטוכם,יובל סבר,,,,,,,,,,,,,43.575,1.5,,,,0.1,41,1.675,,,,,0.16,0.9,60,,,,,,,,5.56,,,880,,,,,,,4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,31/10/2017,בקטוכם,יובל סבר,,,,,,,,,,,,,14.63,0.5,,44,,0.05,11.1,0.057,,,,,0.2,3.47,84,,,,,,,,4.07,,,620,,,,,,,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,מעלה מאגר כפר ברוך,נחל קישון,31/5/2018,בקטוכם,יובל סבר,,,,,,,,,,,,,24.46,14,,,,2.7,19.88,0.537,,,,,0.59,4.04,48,,,,,,,,7.6,,,3200,,,,,,,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
