קוד מקווה מים,שם תחנה,נחל/קבוצה,תאריך,מעבדה,Collector,pH,Temp (°C),Doxsat (%),Do (mg/l),Ec (Mmho/cm),Secchi (Cm),Nju (Jackson),צבע שדה,Q (m³/h),Dept (m),Turb (NTU),Hardness (mg/l),Ntot (mg/l),BODt (mg/l),BODs (mg/l),CODt (mg/l),CODs (mg/l),NH4 (mg/l),NO3 (mg/l),NO2 (mg/l),PO4 (mg/l),SO4 (mg/l),ABS (mg/l),Psos (mg/l),Ptot (mg/l),TKN (mg/l),TSS105 (mg/l),TSS550 (mg/l),TS (mg/l),TDS (mg/l),CO3 (mg/l),H2S (mg/l),HCO3 (mg/l),Rem_Cl (mg/l),Toc (mg/l),Minoil (mg/l),TPH (mg/l),Fcoli (cfu/100 ml),Ecoli (cfu/100 ml),TOTB (cfu/ml),Fstrp (cfu/100 ml),Coli (cfu/100 ml),Fentr (cfu/100 ml),Pseud (cfu/100 ml),Cl (mg/l),F (mg/l),Ca (mg/l),Mg (mg/l),Na (mg/l),K (mg/l),Br (mg/l),B (mg/l),Al (mg/l),Cd (mg/l),Cu (mg/l),Fe (mg/l),Ni (mg/l),Zn (mg/l),S (mg/l),Ti (mg/l),Si (mg/l),Pb (mg/l),Ag (mg/l),Cr (mg/l),Mn (mg/l),Co (mg/l),Li (mg/l),Ba (mg/l),Sr (mg/l),Mo (mg/l),As (mg/l),Sn (mg/l),Hg (mg/l),V (mg/l),Se (mg/l),Be (mg/l),Sb (mg/l),Xylene (µ/l),Toluen (µ/l),Benzen (µ/l),Note
3676,תחנה הידרואלקטרית- ירדן עליון,ירדן עליון,10/5/2023,בקטוכם,אורית כץ,,,,,,,,,,,,,4.64,0.77,,35,,0.93,1.49,0.008,,,,,0.1,3.14,12,,,,,,,,1.18,,,290,,,140,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,תחנה הידרואלקטרית- ירדן עליון,ירדן עליון,17/4/2024,בקטוכם,אורית כץ,,,,,,,,,,,,,3.39,1.2,,35,,0.1,1.99,0.028,,,,,0.1,1.37,21.5,,,275,,,,,2.19,,,4700,,,120,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,29/3/1995,,הלל גלזמן,8.47,18.8,,9.7,0.78,31,,,,,,,,1,,31,,0.28,,,,,,,,,4,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,6/12/1995,,הלל גלזמן,7.77,18,,8.3,1.17,1.2,,,,,,,,1,,32,,0.8,,,,,,,,,16,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,19/8/1996,,הלל גלזמן,6.8,29.1,90,7.1,1.13,1.5,,,,1.5,,,,9.5,,25.5,,,,,,,,,,1.43,7,,,,,,,,,,,,,,,,,,248,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,27/11/1996,,הלל גלזמן,8.26,21.7,81,7,1.07,1.5,,צלול,,1.5,,,,1.8,,26,,,,,,,,,,1.33,8,,,,,,,,,,,,,,,,,,278.4,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,8/9/1997,,הלל גלזמן,8.25,29.4,88,6.4,1.41,,,,,,,,,2.3,,14,,,,,,,0.001,,,1.08,12,,,,,,,,,,,,,,,,,,233,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,12/5/1998,,הלל גלזמן,8.24,24.4,61,5.15,0.99,,,,,,,,,3.1,,16,,,,,0.1,,,,,2,1.2,,,,,,,,,,,,,,,,,,320,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,10/11/1998,,הלל גלזמן,8.4,25.1,106,8.9,1.1,,,,,,,,,0.5,,3.3,,,,,0.1,,,,,2.2,0.5,,,,,,,,,,,,,,,,,,267,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,19/5/1999,,הלל גלזמן,8.7,26.2,102,8.3,1.1,,,,,,,,,1.4,,38,,,,,,,,,0.01,1.6,50,,,,,,,,,,,,,,,,,,249,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,9/11/1999,,הלל גלזמן,8.7,21.8,83,7.6,1.22,,,,,,,,,0.7,,30,,,,,,,,,0.23,1.2,9,,,,,,,,,,,100,,,,,,,276,,60,32,125,7.2,,0.25,0.07,0.015,0.002,0.16,0.02,0.24,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,8/5/2000,,הלל גלזמן,7.9,21,90,9.2,1.1,,,,,,,,,2.3,,32,,0.02,,,0.7,0.14,,,,2.5,10,,,,,,,,,1,,70,,,,,,,269,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,23/10/2000,,הלל גלזמן,8.46,25.2,80,6.7,1.54,,,,,,,,,1.85,,35,,0.02,,,1.2,0.1,,,,0.4,31,,,,,,,,,1,,800,,,,,,,284,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,23/4/2001,בקטוכם,הלל גלזמן,8,23.5,108,9.2,1.33,,,,,,,,,3.3,,32,,0.41,,,1.3,0.2,,,,0.6,6,,,,,,,,,5,,60,,,,,,,312,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,4/11/2001,בקטוכם,הלל גלזמן,8.2,23.5,109,9.2,1.3,,,,,,,,,3.2,,60,,0.02,,,0.67,0.05,,,,0.4,18,,,,,,,,,5,,90,,,,,,,344,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,19/5/2002,בקטוכם,הלל גלזמן,8.2,23.8,8.4,102,1.22,,,,,,,,,1.3,,62,,0.28,,,0.2,0.05,,,,1.5,9,,,,,,,,,5,,780,,,,,,,283,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,11/11/2002,בקטוכם,הלל גלזמן,7.42,22.2,,,1.26,,,,,,,,,3,,20,,0.05,,,1,0.05,,,,0.9,11,,,,,,,,,5,,10,,,,,,,311,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,2/6/2003,בקטוכם,הלל גלזמן,7.9,27.2,86,6.9,1.33,,,,,,,,,7,,62,,0.05,1.9,,0.2,0.1,,,,1.8,13,,,,,,,,,5,,190,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,5/11/2003,בקטוכם,הלל גלזמן,8.6,24.5,90,7.4,1.1,,,,,,,,,1.5,,28,,0.05,1,,0.2,0.07,,,,1.5,5,,,,,,,,,5,,10,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,10/5/2004,בקטוכם,הלל גלזמן,7.8,24.8,92,7.6,0.99,,,,,,,,,8.8,,86,,0.05,,,0.2,0.1,,,,2,17,,,,,,,,,,,200,,,,,,,259,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,10/11/2004,בקטוכם,הלל גלזמן,7.8,24.7,76,6.2,1.43,,,,,,,,,0.6,,36,,0.14,,,0.2,,,,,3,6,,,,,,,,,,,10,,,,,,,252,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,19/5/2005,בקטוכם,הלל גלזמן,7.44,24.6,90,7.7,1.02,,,,,,,,,1.4,,36,,0.05,1,0.015,,,,,0.2,1.3,7,,,,,,,,,,,240,,,,,,,253,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 1.3
531,מוצא הירדן מהכנרת,ירדן תחתון,16/11/2005,בקטוכם,הלל גלזמן,8.23,21.5,101,808,1.08,,,,,,,,0.9,2.9,,44,,0.2,1,0.001,,,,,0.2,0.9,5,,,,,,,,,,,3100,,,,,,,287,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,17/5/2006,בקטוכם,הלל גלזמן,8.26,23.2,126,11,1,,,,,,,,1.5,0.6,,41,,0.05,1,0.015,,,,,0.2,1.5,5,,,,,,,,14.7,,,20,,,,,,,241,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,7/11/2006,,הלל גלזמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,7/11/2006,בקטוכם,הלל גלזמן,7.65,233,86,7.6,1,,,,,,,,0.4,0.5,,26,,0.05,1,0.002,,,,,1.2,0.4,5,,,,,,,,2.73,,,,,,,,,,269,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,7/11/2006,בקטוכם,הלל גלזמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,2/5/2007,בקטוכם,הלל גלזמן,7.26,22.2,100,8.5,0.96,,,,,,,,0.9,0.4,,81,,0.05,0.2,0.01,,,,,0.2,0.9,5,,,,,,,,,,,80,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,12/11/2007,בקטוכם,הלל גלזמן,7.43,22.2,98,8.5,1.19,,,,,,,,0.7,1.8,,32,,0.05,0.2,0.001,,,,,0.1,0.7,5,,,,,,,,,,,60,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,2/6/2008,בקטוכם,הלל גלזמן,7.9,24.7,91,7.7,1.11,,,,,,,,0.5,0.7,,30,,0.05,0.2,0.004,,,,,0.08,0.5,5,,,,,,,,0.83,,,50,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,11/11/2008,בקטוכם,הלל גלזמן,8.26,22.6,92,7.9,1.12,,,,,,,,2.5,0.5,,40,,1.4,0.2,0.004,,,,,0.2,2.5,5,,,,,,,,,,,1600,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,25/5/2009,בקטוכם,הלל גלזמן,8.78,24.3,90,7.5,0.81,,,,,,,,2.1,0.35,,68,,0.05,0.2,0.008,,,,,0.1,2.1,5,,,,,,,,25.9,,,70,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,26/10/2009,בקטוכם,הלל גלזמן,7.9,24.8,90,7.5,1.5,,,,,,,,1.8,2.7,,30,,0.05,0.2,0.003,,,,,0.03,1.8,10,,,,,,,,3,,,120,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,28/4/2010,בקטוכם,הלל גלזמן,8.37,24,79,7,1.27,,,,,,,,1.9,0.2,,32,,0.05,0.2,0.01,,,,,0.5,1.9,6,,,,,,,,7.6,,,700,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,17/11/2010,בקטוכם,הלל גלזמן,8.36,23,80,70,1.32,,,,,,,,0.002,0.5,,46,,0.05,0.2,0.002,,,,,0.2,0.1,5,,,,,,,,8,,,10,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,28/6/2011,בקטוכם,הלל גלזמן,8.24,27.8,81,6.5,1.19,,,,,,,,0.7,1,,32,,0.05,0.2,0.009,,,,,1.1,0.66,5,,,,,,,,3.5,,,1100,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,13/11/2011,בקטוכם,הלל גלזמן,8.22,19.2,88,8.5,1.26,,,,,,,,1.6,2.7,,34,,0.2,0.2,0.006,,,,,0.02,1.6,60,,,,,,,,3.6,,,230,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,12/6/2012,בקטוכם,הלל גלזמן,8.55,26.8,80,6.7,1.13,,,,,,,,0.6,2.2,,34,,0.05,0.2,0.004,,,,,0.55,0.6,5,,,,,,,,10.1,,,50,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,11/12/2012,בקטוכם,הלל גלזמן,7.8,18.9,77,7.7,1.2,,,,,,,,0.89,0.5,,30,,0.05,0.2,0.008,,,,,1.2,0.88,5,,,,,,,,2.6,,,220,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,6/5/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,1.61,1.4,,30,,0.05,0.2,0.011,,,,,0.06,1.5,5,,,,,,,,31,,,10,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,20/11/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,1,0.8,,30,,0.05,0.2,0.002,,,,,1.15,0.99,5,,,,,,,,7,,,10,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,13/5/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.4,1.2,,36,,0.05,0.2,0.006,,,,,0.2,4.4,56,,,,,,,,3.9,,,10,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,12/11/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,0.2,0.7,,35,,0.05,0.2,0.001,,,,,0.07,0.2,5,,,,,,,,3.7,,,50,,,,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,26/5/2015,בקטוכם,אורית כץ,,,,,,,,,,,,,16.8248,0.6,,,,0.05,14.9,0.018,,,,,0.25,1.9,189,,,,,,,,6.418,,,120,,,,,,,2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,21/10/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,2.0178,1.5,,35,,0.05,0.2,0.003,,,,,0.32,1.9,5,,,,,,,,7.9,,,10,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,17/5/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.3286,3.1,,35,,0.05,0.2,0.007,,,,,0.1,8.3,5,,,,,,,,4.763,,,130,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,8/11/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,0.801,3,,35,,0.05,0.2,0.001,,,,,0.1,0.6,5,,,,,,,,3.4,,,60,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,8/5/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,2.313,1.7,,35,,0.05,0.2,0.013,,,,,0.1,2.1,9,,,,,,,,3.27,,,120,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,6/11/2017,בקטוכם,הלל גלזמן,8.36,,,,,,,,,,,,1.7,3.1,,35,,0.05,0.02,0.001,,,,,0.01,1.7,1,,,,,,,,4,,,490,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,24/5/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,0.6,0.5,,35,,0.3,0.2,0.001,,,,,0.11,0.6,1,,,,,,,,12.7,,,110,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,13/11/2018,בקטוכם,דותן חרוש,,,,,,,,,,,,,1.36,0.5,,35,,0.05,0.2,0.001,,,,,0.1,1.36,1,,,,,,,,3.57,,,110,,,,,,,303.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,21/5/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,2.83,1.2,,35,,0.21,0.2,0.014,,,,,0.1,2.82,3,,,,,,,,4.36,,,50,,,,,,,281.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,12/12/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,1.17,2.1,,35,,0.07,0.2,0.001,,,,,0.1,1.17,1,,,,,,,,4.5,,,380,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,23/4/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,1.46,0.6,,35,,0.05,0.2,0.011,,,,,0.1,1.45,1,,,,,,,,3.76,,,80,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,26/10/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,1.17,0.7,,35,,0.05,0.2,0.001,,,,,0.1,1.17,1,,,,,,,,4.13,,,610,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,31/10/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,1.44,0.6,,35,,0.1,0.2,0.001,,,,,0.1,1.44,1,,,,,,,,3.04,,,110,,,20,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מים צלולים יחסית.
531,מוצא הירדן מהכנרת,ירדן תחתון,11/5/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,3.2,1,,35,,0.1,0.2,0.009,,,,,0.11,3.19,1,,,,,,,,5.87,,,820,,,240,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים ירקרקים, הרבה צופת עלים ופסולת, דגים וסירות דייג קטנות."
531,מוצא הירדן מהכנרת,ירדן תחתון,13/11/2022,בקטוכם,אורית כץ,,,,,,,,,,,,,1.59,0.6,,35,,0.1,0.2,0.001,,,,,0.12,1.59,1,,,,,,,,3.1,,,350,,,190,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים צלולים, מפלס נמוך."
531,מוצא הירדן מהכנרת,ירדן תחתון,21/5/2023,בקטוכם,אורית כץ,,,,,,,,,,,,,2.82,0.7,,35,,0.38,0.2,0.004,,,,,0.1,2.82,1,,,,,,,,2.56,,,430,,,60,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,מוצא הירדן מהכנרת,ירדן תחתון,5/5/2024,בקטוכם,אורית כץ,,,,,,,,,,,,,1.28,1.6,,35,,0.1,0.2,0.007,,,,,0.1,1.27,1,,,750,,,,,2.8,,,40,,,30,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,29/3/1995,,הלל גלזמן,8.14,18,,8.6,0.8,30.5,,,1000,,,,,2.1,,33,,0.28,,,,,,,,,1,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,6/12/1995,,הלל גלזמן,7.27,15.4,,7.6,1.46,0.8,,,,,,,,1,,38,,0.6,,,,,,,,,25,,,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,19/8/1996,,הלל גלזמן,7.2,29.5,86,6.6,1.15,1,,צלול,,1,,,,18,,24,,,,,,,,,,1.09,8,,,,,,,,,,,,,,,,,,258,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,27/11/1996,,הלל גלזמן,8.14,20.3,53,4.9,1.683,1,,צלול,,1,,,,1.9,,24,,,,,,,,,,0.84,10,,,,,,,,,,,320,,,1600,,,,420.9,,,,,,,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,8/9/1997,,הלל גלזמן,7.9,29,75,5.8,1.5,,,,,,,,,2.4,,15.5,,,,,,,0.001,,,2.08,6,,,,,,,,,,,,,,,,,,215,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,12/5/1998,,הלל גלזמן,7.82,25.2,64,5.35,1.04,,,,,,,,,1,,24,,,,,0.2,,,,,2.8,4.3,,,,,,,,,,,,,,,,,,340,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,10/11/1998,,הלל גלזמן,7.6,23.1,102,8.8,1.4,,,,,,,,,1,,20,,,,,0.1,,,,,3.2,0.8,,,,,,,,,,,,,,,,,,326,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,19/5/1999,,הלל גלזמן,8.2,25.6,61,5,1.1,,,,,,,,,0.5,,4,,,,,,,,,0.02,1,12,,,,,,,,,,,,,,,,,,271,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,9/11/1999,,הלל גלזמן,8.3,21.1,62,5.7,1.36,,,,,,,,,0.8,,6.8,,,,,,,,,0.2,0.1,6,,,,,,,,,,,1000,,,,,,,330,,60,34,135,8,,0.25,0.04,0.015,0.002,0.045,0.01,0.025,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,8/5/2000,,הלל גלזמן,7.9,22.1,94,9.4,1.2,,,,,,,,,1.5,,34,,0.02,,,0.06,0.14,,,,2.5,7,,,,,,,,,1,,40,,,,,,,319,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,23/10/2000,,הלל גלזמן,8.15,24.2,63,5.4,1.48,,,,,,,,,0.65,,30,,0.02,,,0.6,0.05,,,,0.1,7,,,,,,,,,1,,100,,,,,,,322,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,23/4/2001,בקטוכם,הלל גלזמן,8.2,23.3,54,4.8,1.33,,,,,,,,,1.8,,30,,0.1,,,0.6,0.23,,,,0.6,8,,,,,,,,,5,,1000,,,,,,,330,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,4/11/2001,בקטוכם,הלל גלזמן,7.7,20.8,58,5.4,1.47,,,,,,,,,0.9,,32,,0.02,,,0.2,0.05,,,,0.4,9,,,,,,,,,5,,900,,,,,,,344,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,19/5/2002,בקטוכם,הלל גלזמן,7.3,24.3,5,52,1.44,,,,,,,,,1.3,,45,,0.4,,,1.5,0.05,,,,1.5,5,,,,,,,,,5,,9200,,,,,,,342,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,11/11/2002,בקטוכם,הלל גלזמן,7.43,21,,,1.55,,,,,,,,,2.1,,22,,0.05,,,0.8,0.05,,,,1.1,7,,,,,,,,,5,,550,,,,,,,400,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,5/11/2003,בקטוכם,הלל גלזמן,7.9,22.8,50,4,1.4,,,,,,,,,3.6,,46,,0.05,1,,0.2,0.07,,,,1.7,14,,,,,,,,,5,,160,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,10/5/2004,בקטוכם,הלל גלזמן,7.8,24.3,71,5.8,1.07,,,,,,,,,2.5,,52,,0.05,,,0.2,0.1,,,,1.6,14,,,,,,,,,,,80,,,,,,,238,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,10/11/2004,בקטוכם,הלל גלזמן,7.8,24.2,42,3.5,1.72,,,,,,,,,1.1,,34,,0.07,,,0.2,,,,,2.4,5,,,,,,,,,,,80,,,,,,,320,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,19/5/2005,בקטוכם,הלל גלזמן,7.98,24.3,60,5,1.1,,,,,,,,,0.9,,28,,0.05,1,0.01,,,,,0.2,0.5,12,,,,,,,,,,,190,,,,,,,250,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 16.6
533,מעלה סכר אלומות,ירדן תחתון,16/11/2005,בקטוכם,הלל גלזמן,7.53,18,60,5.2,1.41,,,,,,,,1.3,1.9,,52,,0.3,1,0.02,,,,,0.2,1.3,5,,,,,,,,,,,1300,,,,,,,317,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,17/5/2006,בקטוכם,הלל גלזמן,7.27,23,53,4.1,1.19,,,,,,,,1.5,0.5,,18,,0.05,1,0.016,,,,,0.2,1.5,5,,,,,,,,4.3,,,40,,,,,,,262,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
533,מעלה סכר אלומות,ירדן תחתון,7/11/2006,בקטוכם,הלל גלזמן,7.16,20,66,5.2,1.2,,,,,,,,1.3,,,98,,0.3,1,0.012,,,,,0.3,1.3,26,,,,,,,,30.5,,,,,,,,,,333,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
